batch_row	source_csv	source_id	source_title	proposed_display_title	artist	album	duration	bpm	genre	url_present	batch_flags	triage_status	triage_reason
457	gpm_stl.csv	167047510	More Than One Way	More Than One Way	KLEIGH	Doin’ the Ev’ryday	0:04:21	99.0	Alt Rock, Folk	YES		BATCH_CLEAN_PENDING_REVIEW	
458	gpm_stl.csv	167047524	Music Is Awesome - INSTRO	Music Is Awesome - INSTRO	G Putnam Music	Cinema	0:06:02	120.0	TV/Film, AHs	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
459	gpm_stl.csv	167047530	My All	My All	KLEIGH	Beautiful World	0:05:35	82.0	Singer Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
460	gpm_stl.csv	167047534	My Life Is Yours My Lady - INSTRO	My Life Is Yours My Lady - INSTRO	G Putnam Music	Caught Off Guard	0:06:03	139.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
461	gpm_stl.csv	167047538	My Sword Is Yours - INSTRO	My Sword Is Yours - INSTRO	G Putnam Music	TV/Film	0:03:43	104.0	Symphony	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
462	gpm_stl.csv	167047544	Never Knew	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Brandon Howard	Cowboy Country	0:03:24	123.0	Mod Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
463	gpm_stl.csv	167047545	Never Ever Ever	Never Ever Ever	KLEIGH	Go for the Heart	0:04:50		Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
464	gpm_stl.csv	167047553	No Rest For Vengeance - INSTRO	No Rest For Vengeance - INSTRO	G Putnam Music	Thrilling Feeling	0:06:13	120.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
465	gpm_stl.csv	167047556	noodle - INSTRO	noodle - INSTRO	G Putnam Music	Busting Out	0:03:39	80.0	Cinema, TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
466	gpm_stl.csv	167047562	Normandy Battle - INSTRO	Normandy Battle - INSTRO	G Putnam Music	TV/Film	0:05:54	129.0	Symphony	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
467	gpm_stl.csv	167047570	Not Bad Just Sad  - INSTRO	Not Bad Just Sad - INSTRO	Michael Scherer	Scherer Delight	0:02:42		Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
468	gpm_stl.csv	167047583	Now - INSTRO	Now - INSTRO	G Putnam Music	Thrilling Feeling	0:04:22	109.0	Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
469	gpm_stl.csv	167047598	Now-That's Tough	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Zach Linley	G Putnam Music	0:03:27		Folk	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
470	gpm_stl.csv	167047626	October - INSTRO	October - INSTRO	G Putnam Music	Slight Light	0:03:59		Indie	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
471	gpm_stl.csv	167047652	OH SO CASUALLY-RACHEL	OH SO CASUALLY-RACHEL	Rachel Sharnett	Sexy Swagger	0:03:27	91.0	Country/Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
472	gpm_stl.csv	167047655	On My Way	On My Way	KLEIGH	We Got This	0:03:51	95.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
473	gpm_stl.csv	167047664	The Only Forever	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Lloyd Miller	Lloyd’s Void	0:04:06	150.0	Singer Songwriter	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
474	gpm_stl.csv	167047665	Still  Missing You - INSTRO	Still  Missing You - INSTRO	Michael Scherer	He Has Jazz	0:02:25	95.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
475	gpm_stl.csv	167047666	Only Wanna Be with You	Only Wanna Be with You	KLEIGH	Lovin’ Loving	0:06:35	85.0	PROG Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
476	gpm_stl.csv	167047668	OVER UNDER Ballad	OVER UNDER Ballad	Michael Scherer	Scherer Desire	0:01:01		Jazz	YES		BATCH_CLEAN_PENDING_REVIEW	
477	gpm_stl.csv	167047671	Over and Over	Over and Over	KLEIGH	Go for the Heart	0:03:41	96.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
478	gpm_stl.csv	167047672	Overtaken - INSTRO	Overtaken - INSTRO	G Putnam Music	Cinema	0:05:18	143.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
479	gpm_stl.csv	167047674	Paradise - INSTRO	Paradise - INSTRO	G Putnam Music	Cinema	0:04:47		Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
480	gpm_stl.csv	167047685	PAST TENNESSEE	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Simon Webb	Trad RICH n’ ALL	0:03:29	151.0	Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
481	gpm_stl.csv	167047686	PAST TENNESSEE - Stripped	PAST TENNESSEE - Stripped	Simon Webb	Festive	0:03:34	151.0	Country	YES		BATCH_CLEAN_PENDING_REVIEW	
482	gpm_stl.csv	167047734	Peter Jackson - INSTRO	Peter Jackson - INSTRO	G Putnam Music	Cinema	0:04:27	139.0	TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
483	gpm_stl.csv	167047827	Poppin' Out - INSTRO	Poppin' Out - INSTRO	Michael Scherer	He Has Jazz	0:04:50	147.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
484	gpm_stl.csv	167047830	The Rain It Falls - INSTRO	The Rain It Falls - INSTRO	G Putnam Music	For Real?	0:03:10		Symphony	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
485	gpm_stl.csv	167047851	RECOGNIZER - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Thrilling Feeling	0:04:24	146.0	TV/Film	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
486	gpm_stl.csv	167047860	01 Shooting Star	01 Shooting Star	KLEIGH	G Putnam Music	0:04:11	120.0		YES		BATCH_CLEAN_PENDING_REVIEW	
487	gpm_stl.csv	167047865	SEMI-SWEET SAM	SEMI-SWEET SAM	Karen Bair	Scratch	0:03:08	151.0	TRAD Country	YES		BATCH_CLEAN_PENDING_REVIEW	
488	gpm_stl.csv	167047867	SING ME - Piano Short - INSTRO	SING ME - Piano Short - INSTRO	Michael Scherer	Scherer Desire	0:00:32	120.0	JazzHERE FOR YOUR EAR!  Let's please chat.    ONE STOP  G Putnam Music, LLC  Contact Greg Putnam @ 309-530-4626  contact@musicmaykers.com   ASCAP 802139278 (Writer)   ASCAP 848819778 (Publisher)  Featured songwriter recognized by TRO-ESSEX  Several placements in past year.     Thanks for listening!  Greg	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
489	gpm_stl.csv	167047868	Snazzy Times  - INSTRO	Snazzy Times - INSTRO	Michael Scherer	He Has Jazz	0:01:02	103.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
490	gpm_stl.csv	167047887	Soft Touch - INSTRO - Lounge Jazz Trio	Soft Touch - INSTRO - Lounge Jazz Trio - INSTRO	Michael D Scherer	Scherer Delight	0:02:36	110.0	Jazz Trio	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
491	gpm_stl.csv	167047888	SOFT PIANO THEME Ab Major	SOFT PIANO THEME Ab Major			0:01:06			YES		BATCH_CLEAN_PENDING_REVIEW	
492	gpm_stl.csv	167047889	Steel Soldier - INSTRO	Steel Soldier - INSTRO	G Putnam Music	Cinema	0:04:00	109.0	Symphony	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
493	gpm_stl.csv	167047892	SUNDAY AFTERNOON -  INSTRO bpm	SUNDAY AFTERNOON -  INSTRO bpm - INSTRO	Michael Scherer	He Has Jazz	0:05:07	88.0	Jazz	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
494	gpm_stl.csv	167047895	LIFE’S A TEST	LIFE’S A TEST	Chris Krause	Cowboy Country	0:03:12	92.0	TRAD Country	YES		BATCH_CLEAN_PENDING_REVIEW	
495	gpm_stl.csv	167112028	Blue - INSTRO	Blue - INSTRO	G Putnam Music	Cinema	0:06:36	144.0	TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
496	gpm_stl.csv	167156882	Forever It's Goodbye - INSTRO	Forever It's Goodbye - INSTRO	KLEIGH	Rough House	0:03:38	80.0	Alt Rock, Indie, Singer-Songwriter	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
497	gpm_stl.csv	167158582	I Know That I Know	I Know That I Know	KLEIGH	Beautiful World	0:04:53	89.0	Alt Rock	YES		BATCH_CLEAN_PENDING_REVIEW	
498	gpm_stl.csv	167158879	Into the Blue	Into the Blue	G Putnam Music	Go for the Heart	0:03:17	109.0	TV/Film	YES		BATCH_CLEAN_PENDING_REVIEW	
499	gpm_stl.csv	167159652	Little Miss Worry - UNPLUGGED	Little Miss Worry - UNPLUGGED	KLEIGH	Still Walking	0:03:42	143.0	Indie	YES		BATCH_CLEAN_PENDING_REVIEW	
500	gpm_stl.csv	167188255	Oh Won't Do It Again - INSTRO	Oh Won't Do It Again - INSTRO	G Putnam Music	Cinema	0:02:36	80.0	Synth, Dark	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
501	gpm_stl.csv	167188307	OOPS! I DID IT AGAIN - Reimagined COVER	OOPS! I DID IT AGAIN - Reimagined COVER	G Putnam Music	G Putnam Music	0:02:36		COVER	YES		BATCH_CLEAN_PENDING_REVIEW	
502	gpm_stl.csv	167188527	Sweet Tennessee	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Brandon-Emmy	TRAD Rich n' All	0:03:51		Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
503	gpm_stl.csv	167188815	The 3rd Synthetic Adventure - INSTRO	The 3rd Synthetic Adventure - INSTRO	G Putnam Music	Cinema	0:04:21	125.0	TV/Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
504	gpm_stl.csv	167188937	This Puzzle	This Puzzle	Elle Gerdes	Elle’s Bells	0:03:34	87.0	Country/AC	YES		BATCH_CLEAN_PENDING_REVIEW	
505	gpm_stl.csv	167188938	This Puzzle - Stripped	This Puzzle - Stripped	Ashleigh Brucker	An Ash Bash	0:03:37	88.0	Country	YES		BATCH_CLEAN_PENDING_REVIEW	
506	gpm_stl.csv	167189069	This Puzzle INSTRO EbMaj 88bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Patrik Sheridan	Elle’s Bells	0:03:34	87.0	Country/AC	YES	GLOBAL_INSTRO_STANDARD;POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
507	gpm_stl.csv	167191228	Thinkin' about You	Thinkin' about You	Lilli O'Dowd	Really Lilli	0:02:56	78.0	Power Ballad	YES		BATCH_CLEAN_PENDING_REVIEW	
508	gpm_stl.csv	167191331	Those Days	Those Days	KLEIGH	Heart for Heart	0:04:15	89.0	Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
509	gpm_stl.csv	167191683	Twist n' Turns - INSTRO	Twist n' Turns - INSTRO	Michael Scherer	He Has Jazz	0:02:54	125.0	Film	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
510	gpm_stl.csv	167191822	Wanna Know You	Wanna Know You	KLEIGH	Lovin’ Love	0:04:24	97.0	Singer Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
511	gpm_stl.csv	167191823	The War	The War	KLEIGH	Rough House	0:03:49	84.0	Film	YES		BATCH_CLEAN_PENDING_REVIEW	
512	gpm_stl.csv	167191851	A Woman Knows - NS	A Woman Knows - NS	Lisa Perry	Clearly	0:04:28	116.0	TRAD Coutry	YES		BATCH_CLEAN_PENDING_REVIEW	
513	gpm_stl.csv	167282487	A Woman Knows - No Steel	A Woman Knows - No Steel	Lisa Perry	G Putnam Music	0:04:28			YES		BATCH_CLEAN_PENDING_REVIEW	
514	gpm_stl.csv	167283006	A WOMAN KNOWS	A WOMAN KNOWS	Dyanne Harvey	TRAD Rich n' All	0:04:27	116.0	TRAD Coutry	YES		BATCH_CLEAN_PENDING_REVIEW	
515	gpm_stl.csv	167283009	A WOMAN KNOWS - INSTRO	A WOMAN KNOWS - INSTRO	G Putnam Music	Slight Light	0:04:28	116.0	TRAD Coutry	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
516	gpm_stl.csv	167283567	ALL I WANT IS YOU - INSTRO	ALL I WANT IS YOU - INSTRO	G Putnam Music	Desperate & Dirty	0:03:50	120.0	Country Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
517	gpm_stl.csv	167434371	I Live For This	I Live For This	Billy Harper	Cowboy Country	0:03:11	89.0	Mod Country	YES		BATCH_CLEAN_PENDING_REVIEW	
518	gpm_stl.csv	167505319	You Ain't Sayin' ASH	You Ain't Sayin' ASH	Ashleigh Brucker	An Ash Bash	0:04:03	88.0	Country, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
519	gpm_stl.csv	167505900	That Empty Chair - Radio Edit - INSTRO	That Empty Chair - Radio Edit - INSTRO	G Putnam Music	Slight Light	0:03:34	75.0	Cont Country	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
520	gpm_stl.csv	167947697	AWAKE	AWAKE	KLEIGH	Universe Of Dreams	0:02:54	120.0	Synth Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
521	gpm_stl.csv	167947724	Take Me Away	Take Me Away	KLEIGH	Universe of Dreams	0:03:57	120.0	Synth Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
522	gpm_stl.csv	167947802	DIVE RIGHT INTO YOU	DIVE RIGHT INTO YOU	KLEIGH	Universe of Dreams	0:03:36	120.0	Synth Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
523	gpm_stl.csv	168275759	Comin' True	Comin' True	G Putnam Music	Coming Up!	0:02:20	134.0	Singer/Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
524	gpm_stl.csv	168336641	No Luck with Luck	No Luck with Luck	KLEIGH	Beyond Me	0:03:48		Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
525	gpm_stl.csv	168451096	Me In Love	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	KLEIGH	Go for the Heart	0:04:24	67.0	Singer/Songwriter	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
526	gpm_stl.csv	169636161	ALL LIFE’S ABOUT	ALL LIFE’S ABOUT	Kleigh	Newly New	0:03:55	96.0	Power ballad	YES		BATCH_CLEAN_PENDING_REVIEW	
527	gpm_stl.csv	169987482	Is It Us?	Is It Us?	KLEIGH	We're Better than This	0:03:53	84.0	ALT ROCK	YES		BATCH_CLEAN_PENDING_REVIEW	
528	gpm_stl.csv	170755269	Fly Again - INSTRO	Fly Again - INSTRO	G Putnam Music	G Putnam Music - INSTRO	0:04:37	109.0	Singer-Songwriter, Alt Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
529	gpm_stl.csv	170829911	WHERE ARE YOU NOW?	WHERE ARE YOU NOW?	KLEIGH	Memory’s Malice	0:03:33		Singer-Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
530	gpm_stl.csv	172393407	WALKING ALONE(TOWARD MY DESTINY) - INSTRO	WALKING ALONE(TOWARD MY DESTINY) - INSTRO	G Putnam Music	Still Walking	0:04:36	104.0	Metal, Rock, Alt Rock	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
531	gpm_stl.csv	172393758	Claustraphobia	Claustraphobia	Kleigh		0:03:32	123.0	Orchestral symphonic	YES		BATCH_CLEAN_PENDING_REVIEW	
532	gpm_stl.csv	173843246	Get So Down	Get So Down	KLEIGH	Newly New	0:04:24	69.0	Alt Rock, singer-songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
533	gpm_stl.csv	173897393	I Get So Down	I Get So Down			0:04:24			YES		BATCH_CLEAN_PENDING_REVIEW	
534	gpm_stl.csv	174339968	The Cemetery Stomp	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Eric W Nelson, Gregory D Putnam		0:02:15		KFS	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
535	gpm_stl.csv	174384327	ME IN LOVE	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:53			YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
536	gpm_stl.csv	174385235	Kleigh - Live Free Amin 64BPM PIANO AND VOCAL	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	KLEIGH		0:04:26	64.0	Singer Songwriter	YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
537	gpm_stl.csv	174644040	Kleigh - Breathing Serenity	Kleigh - Breathing Serenity			0:03:51			YES		BATCH_CLEAN_PENDING_REVIEW	
538	gpm_stl.csv	174644042	Kleigh - Nightfall	Kleigh - Nightfall			0:04:14			YES		BATCH_CLEAN_PENDING_REVIEW	
539	gpm_stl.csv	174644047	Kleigh - A Calm Evening	Kleigh - A Calm Evening			0:03:59			YES		BATCH_CLEAN_PENDING_REVIEW	
540	gpm_stl.csv	174644049	Kleigh - Reflections	Kleigh - Reflections			0:03:50			YES		BATCH_CLEAN_PENDING_REVIEW	
541	gpm_stl.csv	174644050	Kleigh - Optimistic Expectations	Kleigh - Optimistic Expectations			0:04:30			YES		BATCH_CLEAN_PENDING_REVIEW	
542	gpm_stl.csv	174644056	Kleigh - Tall Forest	Kleigh - Tall Forest			0:03:54			YES		BATCH_CLEAN_PENDING_REVIEW	
543	gpm_stl.csv	174644058	Kleigh - Solace	Kleigh - Solace			0:04:45			YES		BATCH_CLEAN_PENDING_REVIEW	
544	gpm_stl.csv	174644060	Kleigh - Waterfall	Kleigh - Waterfall			0:04:52			YES		BATCH_CLEAN_PENDING_REVIEW	
545	gpm_stl.csv	174735510	Is-It-Us	Is-It-Us			0:03:53			YES		BATCH_CLEAN_PENDING_REVIEW	
546	gpm_stl.csv	174735591	Bought-Into-Your-Game	Bought-Into-Your-Game	KLEIGH	Newly New	0:05:14	87.0	Singer Songwriter	YES		BATCH_CLEAN_PENDING_REVIEW	
547	gpm_stl.csv	174809729	Magical Miracle	Magical Miracle	Kleigh	Newly New	0:04:22	61.0	Songwriter Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
548	gpm_stl.csv	175174138	AIN'T WASTED TIME	AIN'T WASTED TIME			0:02:40			YES		BATCH_CLEAN_PENDING_REVIEW	
549	gpm_stl.csv	175174390	ALL ALONE	ALL ALONE	Zach Jackson	Zach’s Back	0:03:08	96.0		YES		BATCH_CLEAN_PENDING_REVIEW	
550	gpm_stl.csv	175177650	ALIVE N' KICKIN'	ALIVE N' KICKIN'			0:02:43			YES		BATCH_CLEAN_PENDING_REVIEW	
551	gpm_stl.csv	175178233	BATTLE CRIES	BATTLE CRIES			0:03:37			YES		BATCH_CLEAN_PENDING_REVIEW	
552	gpm_stl.csv	175178347	BE TRUSTWORTHY	BE TRUSTWORTHY			0:03:12			YES		BATCH_CLEAN_PENDING_REVIEW	
553	gpm_stl.csv	175178456	BE TRUSTWORTHY - Male 1	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:04:28			YES	POSSIBLE_VERSION_OR_SOURCE_NOTE	TRIAGE_LATER	POSSIBLE_VERSION_OR_SOURCE_NOTE
554	gpm_stl.csv	175178759	BETWEEN THE EARS - Male	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Male	0:02:57	100.0	Alt Country	YES	POSSIBLE_VERSION_OR_SOURCE_NOTE	TRIAGE_LATER	POSSIBLE_VERSION_OR_SOURCE_NOTE
555	gpm_stl.csv	175178876	BIG 'N LOUD-STRIPPED DOWN	BIG 'N LOUD-STRIPPED DOWN			0:04:19			YES		BATCH_CLEAN_PENDING_REVIEW	
556	gpm_stl.csv	175178883	BIG 'N LOUD	BIG 'N LOUD			0:04:19			YES		BATCH_CLEAN_PENDING_REVIEW	
557	gpm_stl.csv	175179605	CAN'T GET IT INTO MY HEAD - COVER INSTRO	CAN'T GET IT INTO MY HEAD - COVER - INSTRO			0:03:02		Abstract	YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
558	gpm_stl.csv	175179989	COME AS YOU ARE - COVER - Reimagined - 90bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:01			YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
559	gpm_stl.csv	175180206	COME DANCE (INSTRO) 70bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:57			YES	GLOBAL_INSTRO_STANDARD;POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
560	gpm_stl.csv	175180207	COME DANCE - 99bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:51			YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
561	gpm_stl.csv	175180465	I'm Coming Home - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	Caught Off Guard	0:03:02	85.0	Cinematic	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
562	gpm_stl.csv	175180466	I LIVE FREE - INSTRO	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	- CRAZY, MOTION, DRIVE, AGGRESSIVE, MOTION, CONQUEST, OVERCOME, VICTORY, TEAMWORK, GOAL, EFFORT, COLLABORATION	0:02:31	130.0	Pop	YES	DUPLICATE_TITLE;GLOBAL_INSTRO_STANDARD	TRIAGE_LATER	DUPLICATE_TITLE
563	gpm_stl.csv	175180849	DON'T CALL IT LOVE	DON'T CALL IT LOVE			0:03:10			YES		BATCH_CLEAN_PENDING_REVIEW	
564	gpm_stl.csv	175181059	I LIVE FOR THIS - Exclusive to SpiderCues	I LIVE FOR THIS - Exclusive to SpiderCues	G Putnam Music	Male	0:03:11	90.0	Americana,Country	YES		BATCH_CLEAN_PENDING_REVIEW	
565	gpm_stl.csv	175181060	HAD ME BELIEVIN' - Exclusive to SpiderCues	HAD ME BELIEVIN' - Exclusive to SpiderCues	G Putnam Music	Female	0:03:08	122.0	Pop, Country	YES		BATCH_CLEAN_PENDING_REVIEW	
566	gpm_stl.csv	175181061	GET A CLUE - Exclusive to SpiderCues	GET A CLUE - Exclusive to SpiderCues	G Putnam Music	Female	0:03:21	85.0	Soul, Rock, Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
567	gpm_stl.csv	175181062	ME N' MY GUITAR	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	G Putnam Music	- AD, FILM RUSTIC, WOODSY, WANDERLUST, TOMORROW, SAD, LONGING, DESTINY, EMPTY, OPEN, UNSURE, STRONH, CLEAR, GROUNDED	0:03:21	117.0	Cont Country	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
568	gpm_stl.csv	175181291	Hurry Up n' Wait	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Chris Krause	Change Me	0:02:58	151.0	Americana	YES	DUPLICATE_TITLE	TRIAGE_LATER	DUPLICATE_TITLE
569	gpm_stl.csv	175181303	EV'RYBODY FEELS THE RAIN - 96bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:11			YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
570	gpm_stl.csv	175181307	EV'RYBODY FEELS THE RAIN -  INSTRO - 96bpm - EbMajor	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:11			YES	GLOBAL_INSTRO_STANDARD;POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
571	gpm_stl.csv	175181520	LISTEN - Exclusive to SpiderCues	LISTEN - Exclusive to SpiderCues	G Putnam Music	Female	0:04:36	85.0	Country	YES		BATCH_CLEAN_PENDING_REVIEW	
572	gpm_stl.csv	175181527	EYES TELL IT ALL - 82bpm - F#minor	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:04:50			YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
573	gpm_stl.csv	175181606	FAR AWAY FROM HERE	FAR AWAY FROM HERE			0:02:45			YES		BATCH_CLEAN_PENDING_REVIEW	
574	gpm_stl.csv	175181608	FAR AWAY FROM HERE -  INSTRO 140bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:02:45			YES	GLOBAL_INSTRO_STANDARD;POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
575	gpm_stl.csv	175182297	GOING OFF THE DEEP END - MASTER TV MIX	GOING OFF THE DEEP END - MASTER TV MIX			0:03:09		Abstract	YES		BATCH_CLEAN_PENDING_REVIEW	
